1.184511,0.509785,-0.272129,-1.406836,0.092742,-0.691752,0.362506,0.043615,1.079105,2.544779,3.038960,-1.750353
1.179399,0.513162,-0.262861,-1.406981,0.083138,-0.687286,0.328027,0.048106,1.083595,2.561872,3.056398,-1.751635
1.182996,0.518477,-0.269133,-1.416941,0.083540,-0.681496,0.315005,0.042491,1.092215,2.568690,3.064404,-1.755466
1.187874,0.526259,-0.274998,-1.428429,0.078957,-0.681043,0.312816,0.040131,1.109008,2.580796,3.074839,-1.755074
1.190258,0.533435,-0.282584,-1.440292,0.074478,-0.681051,0.312726,0.037907,1.124780,2.591448,3.084468,-1.751431
1.190735,0.535067,-0.281366,-1.439279,0.071150,-0.679061,0.291272,0.041570,1.120510,2.595423,3.096068,-1.750040
1.197935,0.542493,-0.285974,-1.448971,0.068218,-0.682653,0.296273,0.046803,1.128264,2.602259,3.101558,-1.748485
1.197548,0.545771,-0.285586,-1.450237,0.064301,-0.683167,0.280496,0.051162,1.128513,2.608696,3.111837,-1.746566
1.201671,0.551283,-0.288176,-1.455411,0.062128,-0.683757,0.267848,0.054569,1.129525,2.614926,3.119400,-1.747327
1.205782,0.555927,-0.289599,-1.457007,0.060520,-0.683337,0.247476,0.056490,1.127894,2.620000,3.127948,-1.750416
1.211647,0.564112,-0.295710,-1.466076,0.057602,-0.684764,0.239362,0.057894,1.134926,2.628586,3.134948,-1.753563
1.215875,0.566746,-0.297702,-1.464968,0.056634,-0.684847,0.224188,0.060370,1.130810,2.629441,3.141184,-1.756614
1.221260,0.570010,-0.300387,-1.466525,0.056950,-0.685910,0.216458,0.061546,1.128793,2.630210,3.141999,-1.759996
1.224546,0.571768,-0.300128,-1.464987,0.056727,-0.686764,0.205285,0.064714,1.124324,2.631108,3.144568,-1.763647
1.228942,0.574388,-0.301283,-1.464508,0.057771,-0.687419,0.194905,0.065935,1.121045,2.631976,3.146072,-1.768038
1.234702,0.574281,-0.302859,-1.461804,0.060818,-0.689200,0.198798,0.066252,1.117390,2.626218,3.140937,-1.770636
1.238195,0.576542,-0.305706,-1.464886,0.061010,-0.694117,0.213963,0.068614,1.121513,2.626434,3.135277,-1.769085
1.238087,0.579045,-0.309195,-1.468550,0.059873,-0.697607,0.222525,0.069230,1.126791,2.628468,3.133059,-1.765321
1.239037,0.582832,-0.315550,-1.475332,0.058632,-0.700080,0.231063,0.066411,1.135164,2.630928,3.130097,-1.761181
1.236738,0.593506,-0.321918,-1.490368,0.049721,-0.701766,0.219822,0.069033,1.149705,2.650064,3.142949,-1.758919
1.239110,0.596169,-0.327629,-1.491752,0.048383,-0.698445,0.200189,0.065995,1.147331,2.649189,3.149823,-1.760312
1.243076,0.600131,-0.332287,-1.495810,0.047714,-0.695444,0.178166,0.059766,1.146892,2.652112,3.150892,-1.765380
1.246195,0.602675,-0.334123,-1.495989,0.047279,-0.690863,0.148317,0.055051,1.142248,2.654210,3.154684,-1.774645
1.253084,0.614821,-0.346449,-1.513150,0.043390,-0.690750,0.140965,0.049321,1.158475,2.667434,3.158610,-1.782183
1.255921,0.620896,-0.352447,-1.517704,0.039057,-0.688235,0.118477,0.048202,1.162280,2.675119,3.170439,-1.787951
1.260319,0.627621,-0.359043,-1.524378,0.036493,-0.684867,0.092348,0.045612,1.163377,2.682749,3.179579,-1.795214
1.266625,0.633486,-0.364993,-1.527787,0.035510,-0.681177,0.065454,0.041318,1.162799,2.687047,3.186821,-1.804377
1.273625,0.637978,-0.370480,-1.529801,0.036031,-0.678091,0.044012,0.036698,1.161300,2.688660,3.189603,-1.813984
1.279621,0.641552,-0.374071,-1.530235,0.036688,-0.675567,0.023576,0.033427,1.158764,2.690347,3.191864,-1.823501
1.284760,0.645037,-0.377685,-1.530763,0.037880,-0.672482,0.002939,0.028837,1.156912,2.692278,3.193821,-1.833197
1.290543,0.644197,-0.378723,-1.524919,0.042247,-0.668748,-0.013418,0.022550,1.150242,2.686135,3.190290,-1.842981
1.295856,0.643839,-0.378518,-1.521755,0.045425,-0.668254,-0.018895,0.020789,1.145797,2.682876,3.184600,-1.850887
