timestamp_ms,roll,pitch,yaw,ang_vel_x,ang_vel_y,ang_vel_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,cmd_vx,cmd_vy,cmd_wz,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,torque_0,torque_1,torque_2,torque_3,torque_4,torque_5,torque_6,torque_7,torque_8,torque_9,torque_10,torque_11,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44
421,-0.006931,0.012313,0.069740,-0.321237,-0.282245,0.160064,-0.062893,-0.019990,0.146016,-0.253922,0.369498,0.385317,-0.007095,0.011409,0.281198,-0.367916,0.379516,0.242848,-1.345924,-0.569538,1.165346,-2.445837,-0.134223,0.377168,-0.224249,0.302626,0.563546,-1.315532,0.265427,0.287621,0.000000,0.000000,0.000000,-0.180728,-0.064420,0.287808,0.009600,-0.800521,-1.381519,0.285828,0.174107,-0.330031,0.420724,-0.825685,-1.766408,-9.173573,-2.920020,36.962379,-3.275242,-13.586794,-27.457731,22.743860,13.470686,-45.287987,31.165672,-14.836845,-30.426058,0.000000,0.000000,0.000000,-0.080309,-0.070561,0.040016,0.012313,0.006931,-0.999900,-0.062893,-0.019990,-0.103984,0.246078,0.119498,0.385317,-0.007095,0.011409,0.031198,0.132084,0.129516,0.242848,-0.067296,-0.028477,0.058267,-0.122292,-0.006711,0.018858,-0.011212,0.015131,0.028177,-0.065777,0.013271,0.014381,-0.180728,-0.064420,0.287808,0.009600,-0.800521,-1.381519,0.285828,0.174107,-0.330031,0.420724,-0.825685,-1.766408
441,-0.007814,0.009996,0.070327,0.104261,-0.171290,-0.084290,-0.079719,-0.031159,0.178229,-0.304303,0.374435,0.383639,-0.008437,0.017497,0.282732,-0.376832,0.381290,0.255120,-0.697290,-0.733626,1.815227,-2.414054,0.199609,-0.211881,0.149419,0.546720,-0.194672,0.308666,0.031351,0.638903,0.000000,0.000000,0.000000,0.081514,-0.127337,0.278816,-0.026642,-0.585772,-1.369635,0.384586,0.152381,-0.308007,0.522178,-1.032426,-1.958123,11.853619,-7.183364,28.054722,-4.134691,-11.198436,-26.851107,30.806725,10.112165,-37.369781,36.854416,-17.565020,-34.368481,0.000000,0.000000,0.000000,0.026065,-0.042823,-0.021073,0.009995,0.007813,-0.999920,-0.079719,-0.031159,-0.071771,0.195697,0.124435,0.383639,-0.008437,0.017497,0.032732,0.123168,0.131290,0.255120,-0.034865,-0.036681,0.090761,-0.120703,0.009980,-0.010594,0.007471,0.027336,-0.009734,0.015433,0.001568,0.031945,0.081514,-0.127337,0.278816,-0.026642,-0.585772,-1.369635,0.384586,0.152381,-0.308007,0.522178,-1.032426,-1.958123
461,-0.004859,0.004021,0.069158,0.302762,-0.334106,-0.018525,-0.076459,-0.042951,0.219551,-0.353391,0.386851,0.366286,-0.008533,0.031015,0.274007,-0.356890,0.378606,0.262119,0.795657,-0.735688,2.177678,-2.440563,1.004182,-1.470800,-0.098319,0.759992,-0.630850,1.099289,-0.391740,0.380092,0.000000,0.000000,0.000000,0.330280,-0.103313,0.205627,-0.067651,-0.225812,-1.356224,0.474117,0.145594,-0.212346,0.690563,-1.041045,-2.107695,27.948465,-4.698319,13.112442,-5.371438,-6.709656,-25.370806,38.466778,8.509541,-22.704327,46.644447,-17.566996,-36.441113,0.000000,0.000000,0.000000,0.075691,-0.083527,-0.004631,0.004021,0.004859,-0.999980,-0.076459,-0.042951,-0.030449,0.146609,0.136851,0.366286,-0.008533,0.031015,0.024007,0.143110,0.128606,0.262119,0.039783,-0.036784,0.108884,-0.122028,0.050209,-0.073540,-0.004916,0.038000,-0.031542,0.054964,-0.019587,0.019005,0.330280,-0.103313,0.205627,-0.067651,-0.225812,-1.356224,0.474117,0.145594,-0.212346,0.690563,-1.041045,-2.107695
481,0.006478,-0.000166,0.069022,0.679317,-0.211873,0.041022,-0.045396,-0.052970,0.261064,-0.410532,0.434308,0.309816,-0.010882,0.045971,0.258044,-0.329374,0.363218,0.255743,2.331891,-0.355356,1.834833,-3.198446,3.072516,-3.570292,-0.061359,0.850928,-0.613496,1.571851,-0.943302,-0.686217,0.000000,0.000000,0.000000,0.492995,-0.043888,0.074985,-0.127552,0.089004,-1.372509,0.541589,0.251221,0.011381,0.956757,-0.766871,-2.253362,35.480877,-0.460452,-4.289074,-5.818675,-4.786078,-22.240673,43.902367,16.136446,4.155815,65.789879,-12.528230,-37.460392,0.000000,0.000000,0.000000,0.169829,-0.052968,0.010256,-0.000166,-0.006478,-0.999979,-0.045396,-0.052970,0.011064,0.089468,0.184308,0.309816,-0.010882,0.045971,0.008044,0.170626,0.113218,0.255743,0.116595,-0.017768,0.091742,-0.159922,0.153626,-0.178515,-0.003068,0.042546,-0.030675,0.078593,-0.047165,-0.034311,0.492995,-0.043888,0.074985,-0.127552,0.089004,-1.372509,0.541589,0.251221,0.011381,0.956757,-0.766871,-2.253362
501,0.013690,0.000320,0.065456,0.154431,0.167388,-0.657818,-0.021092,-0.057524,0.289107,-0.478219,0.506885,0.191891,-0.009731,0.065769,0.251860,-0.298791,0.339729,0.249512,0.302434,-0.211593,0.836930,-3.621777,3.337847,-7.119157,0.269693,1.176276,0.013518,1.534700,-1.136872,-0.121999,0.000000,0.000000,0.000000,0.398361,0.019005,-0.149905,-0.136576,0.119400,-1.362385,0.880069,0.360289,0.283288,1.103170,-0.299268,-2.116307,30.973360,4.876037,-26.898903,-3.199733,-5.848975,-18.051882,70.203712,23.609280,32.564754,76.346024,-5.396024,-35.754467,0.000000,0.000000,0.000000,0.038608,0.041847,-0.164455,0.000320,-0.013690,-0.999906,-0.021092,-0.057524,0.039107,0.021781,0.256885,0.191891,-0.009731,0.065769,0.001860,0.201209,0.089729,0.249512,0.015122,-0.010580,0.041847,-0.181089,0.166892,-0.355958,0.013485,0.058814,0.000676,0.076735,-0.056844,-0.006100,0.398361,0.019005,-0.149905,-0.136576,0.119400,-1.362385,0.880069,0.360289,0.283288,1.103170,-0.299268,-2.116307
521,0.016983,0.006238,0.051099,0.257568,0.407834,-0.786265,-0.018791,-0.056182,0.299078,-0.544036,0.561006,0.023729,-0.012991,0.086238,0.254833,-0.275877,0.335654,0.209388,0.049902,0.512637,-0.071378,-3.099600,2.146662,-8.554436,-0.318876,0.813010,0.252963,1.018899,0.205553,-2.796639,0.000000,0.000000,0.000000,0.112812,0.091474,-0.308780,0.121827,-0.176996,-0.905669,0.805878,0.229813,0.328748,1.050963,0.059642,-1.890870,9.736926,8.309229,-39.741974,19.302174,-10.586440,-5.988210,65.685936,12.628368,35.132275,72.609024,-0.711341,-29.826235,0.000000,0.000000,0.000000,0.064392,0.101959,-0.196566,0.006238,-0.016982,-0.999836,-0.018791,-0.056182,0.049078,-0.044036,0.311006,0.023729,-0.012991,0.086238,0.004833,0.224123,0.085654,0.209388,0.002495,0.025632,-0.003569,-0.154980,0.107333,-0.427722,-0.015944,0.040650,0.012648,0.050945,0.010278,-0.139832,0.112812,0.091474,-0.308780,0.121827,-0.176996,-0.905669,0.805878,0.229813,0.328748,1.050963,0.059642,-1.890870
541,0.018886,0.005439,0.039468,-0.160162,-0.487794,-0.299552,-0.015675,-0.052539,0.298982,-0.593027,0.537085,-0.079096,-0.012751,0.092183,0.254545,-0.260633,0.327361,0.181921,-0.042999,0.508706,0.046595,-2.103807,-2.452787,-2.004434,0.277746,-0.032501,-0.225591,0.501660,-0.689476,-1.453207,0.000000,0.000000,0.000000,0.004032,0.184254,-0.338773,0.358231,-0.943105,-0.153565,0.775138,0.077762,0.203546,0.693445,-0.035726,-1.772879,1.188485,15.601085,-43.179932,37.895485,-16.868023,2.809406,62.128151,2.307316,23.645809,44.644554,-1.093988,-28.315140,0.000000,0.000000,0.000000,-0.040040,-0.121949,-0.074888,0.005439,-0.018885,-0.999807,-0.015675,-0.052539,0.048982,-0.093027,0.287085,-0.079096,-0.012751,0.092183,0.004545,0.239367,0.077361,0.181921,-0.002150,0.025435,0.002330,-0.105190,-0.122639,-0.100222,0.013887,-0.001625,-0.011280,0.025083,-0.034474,-0.072660,0.004032,0.184254,-0.338773,0.358231,-0.943105,-0.153565,0.775138,0.077762,0.203546,0.693445,-0.035726,-1.772879
561,0.010132,-0.003551,0.038556,-0.503529,-0.189294,0.122598,-0.013566,-0.037966,0.300229,-0.617331,0.439246,-0.023729,-0.007574,0.086574,0.250087,-0.246108,0.316863,0.153350,0.056374,0.913677,0.083218,-0.634157,-6.551344,4.368538,0.035521,-0.361588,-0.244430,0.764066,-0.737174,-1.378186,0.000000,0.000000,0.000000,-0.020068,0.259139,-0.180154,0.434009,-1.354967,0.405519,0.647041,0.071692,0.220813,0.647652,-0.361904,-1.614763,-1.243541,20.152163,-25.868904,41.522820,-17.417549,2.556129,51.890194,3.144619,26.384516,39.669147,-5.774001,-25.307880,0.000000,0.000000,0.000000,-0.125882,-0.047324,0.030650,-0.003551,-0.010132,-0.999942,-0.013566,-0.037966,0.050229,-0.117331,0.189246,-0.023729,-0.007574,0.086574,0.000087,0.253892,0.066863,0.153350,0.002819,0.045684,0.004161,-0.031708,-0.327567,0.218427,0.001776,-0.018079,-0.012222,0.038203,-0.036859,-0.068909,-0.020068,0.259139,-0.180154,0.434009,-1.354967,0.405519,0.647041,0.071692,0.220813,0.647652,-0.361904,-1.614763
581,0.004951,-0.004322,0.041822,-0.196298,-0.080127,0.076511,-0.016442,-0.014860,0.301475,-0.610716,0.241794,0.113706,-0.009108,0.079000,0.241218,-0.229522,0.292607,0.129334,0.048560,1.243100,0.102441,0.680992,-10.165164,6.962116,-0.013087,-0.276356,-0.645135,0.787651,-1.833251,-0.722984,0.000000,0.000000,0.000000,0.184087,0.156567,-0.106399,0.278756,-1.162158,0.325645,0.519766,0.156105,0.026343,0.574703,-0.887364,-1.490387,15.147084,9.982173,-17.726282,25.106546,-6.706579,-4.351746,42.062969,10.069277,7.722358,33.090397,-12.079390,-23.602955,0.000000,0.000000,0.000000,-0.049074,-0.020032,0.019128,-0.004322,-0.004950,-0.999978,-0.016442,-0.014860,0.051475,-0.110716,-0.008206,0.113706,-0.009108,0.079000,-0.008782,0.270478,0.042607,0.129334,0.002428,0.062155,0.005122,0.034050,-0.508258,0.348106,-0.000654,-0.013818,-0.032257,0.039383,-0.091663,-0.036149,0.184087,0.156567,-0.106399,0.278756,-1.162158,0.325645,0.519766,0.156105,0.026343,0.574703,-0.887364,-1.490387
601,-0.002454,-0.005253,0.046059,-0.466742,0.131847,0.183934,-0.021620,0.011601,0.302626,-0.590103,0.109009,0.194240,-0.003979,0.078760,0.226262,-0.211737,0.259243,0.132737,-0.239493,0.936735,0.038541,1.187014,-2.589791,2.130316,0.248457,0.181873,-0.865405,0.868665,-1.927063,0.458421,0.000000,0.000000,0.000000,0.316074,-0.042577,-0.046591,0.173734,-0.229911,-0.208447,0.537528,0.225739,-0.005770,0.496597,-1.171637,-1.254442,26.832870,-6.269552,-10.827343,14.934933,6.588662,-10.313967,42.419331,14.726665,6.369204,26.121555,-15.921272,-21.121540,0.000000,0.000000,0.000000,-0.116685,0.032962,0.045983,-0.005253,0.002454,-0.999983,-0.021620,0.011601,0.052626,-0.090103,-0.140991,0.194240,-0.003979,0.078760,-0.023738,0.288263,0.009243,0.132737,-0.011975,0.046837,0.001927,0.059351,-0.129490,0.106516,0.012423,0.009094,-0.043270,0.043433,-0.096353,0.022921,0.316074,-0.042577,-0.046591,0.173734,-0.229911,-0.208447,0.537528,0.225739,-0.005770,0.496597,-1.171637,-1.254442
621,-0.008850,-0.000002,0.055318,-0.124464,0.202867,0.458766,-0.023873,0.017641,0.302194,-0.565560,0.234172,0.102393,-0.004410,0.089019,0.209868,-0.188296,0.240451,0.136428,-0.120370,0.245581,-0.047937,1.371810,8.255166,-6.827701,-0.055607,0.656927,-0.868425,1.234423,-1.215296,0.044965,0.000000,0.000000,0.000000,0.343223,-0.105312,-0.033419,0.138036,0.575915,-0.674336,0.371412,0.325416,-0.060417,0.475626,-0.882220,-1.154730,28.558956,-10.150556,-8.857289,10.486282,1.817226,-6.660183,30.119722,21.063782,2.354569,22.594860,-12.330625,-19.716722,0.000000,0.000000,0.000000,-0.031116,0.050717,0.114691,-0.000002,0.008849,-0.999961,-0.023873,0.017641,0.052194,-0.065560,-0.015828,0.102393,-0.004410,0.089019,-0.040132,0.311704,-0.009549,0.136428,-0.006018,0.012279,-0.002397,0.068591,0.412758,-0.341385,-0.002780,0.032846,-0.043421,0.061721,-0.060765,0.002248,0.343223,-0.105312,-0.033419,0.138036,0.575915,-0.674336,0.371412,0.325416,-0.060417,0.475626,-0.882220,-1.154730
641,-0.005300,0.003978,0.059809,0.431437,0.098107,-0.153264,-0.028858,0.023154,0.297832,-0.537756,0.404348,-0.021236,-0.006424,0.102968,0.197692,-0.165718,0.215476,0.133840,-0.169313,-0.077850,-0.399794,1.441558,7.521012,-4.470500,-0.117445,0.712870,-0.579941,0.925086,-1.443045,-0.375010,0.000000,0.000000,0.000000,0.364404,-0.070558,-0.130094,0.227935,0.395787,-0.647836,0.444433,0.381615,-0.023348,0.507748,-0.493459,-1.101668,30.828154,-6.208831,-17.413395,16.213327,-5.067121,-3.997624,36.197243,24.576332,6.212857,24.663982,-5.916721,-18.528133,0.000000,0.000000,0.000000,0.107859,0.024527,-0.038316,0.003978,0.005300,-0.999978,-0.028858,0.023154,0.047832,-0.037756,0.154348,-0.021236,-0.006424,0.102968,-0.052308,0.334282,-0.034524,0.133840,-0.008466,-0.003892,-0.019990,0.072078,0.376051,-0.223525,-0.005872,0.035643,-0.028997,0.046254,-0.072152,-0.018751,0.364404,-0.070558,-0.130094,0.227935,0.395787,-0.647836,0.444433,0.381615,-0.023348,0.507748,-0.493459,-1.101668
661,0.004849,0.003740,0.053102,0.500670,-0.075918,-0.502076,-0.030967,0.024640,0.281533,-0.505015,0.448881,-0.061647,-0.006280,0.112460,0.189399,-0.146399,0.202533,0.121616,-0.141558,0.155268,-1.099768,1.749745,0.677780,-0.213415,-0.052922,0.311206,-0.032309,0.963580,-0.116966,-0.952123,0.000000,0.000000,0.000000,0.280955,0.024708,-0.340563,0.304808,-0.285603,-0.167580,0.612802,0.221137,0.120380,0.515643,-0.137693,-1.075108,24.065239,0.623182,-35.216942,20.353689,-8.455794,-0.338342,49.299553,12.325630,19.870501,24.662268,-1.131638,-17.407692,0.000000,0.000000,0.000000,0.125167,-0.018980,-0.125519,0.003740,-0.004849,-0.999981,-0.030967,0.024640,0.031533,-0.005015,0.198881,-0.061647,-0.006280,0.112460,-0.060601,0.353601,-0.047467,0.121616,-0.007078,0.007763,-0.054988,0.087487,0.033889,-0.010671,-0.002646,0.015560,-0.001615,0.048179,-0.005848,-0.047606,0.280955,0.024708,-0.340563,0.304808,-0.285603,-0.167580,0.612802,0.221137,0.120380,0.515643,-0.137693,-1.075108
682,0.013077,0.003770,0.041117,0.209276,-0.038178,-0.578552,-0.036049,0.021620,0.255264,-0.466091,0.446436,-0.010115,-0.008485,0.114138,0.189974,-0.138058,0.200424,0.105269,-0.400896,-0.014908,-1.340891,2.035880,-1.141138,2.703833,-0.088492,-0.098079,0.074110,-0.002301,0.302674,-0.741584,0.000000,0.000000,0.000000,0.149304,0.092120,-0.371181,0.311687,-0.883240,0.194556,0.619126,0.087707,0.174121,0.407108,0.013259,-1.093455,14.378299,6.520495,-33.899513,18.523136,-15.617232,0.355648,50.092537,2.644254,25.076027,17.969339,0.768828,-17.454641,0.000000,0.000000,0.000000,0.052319,-0.009545,-0.144638,0.003770,-0.013076,-0.999907,-0.036049,0.021620,0.005264,0.033909,0.196436,-0.010115,-0.008485,0.114138,-0.060026,0.361942,-0.049576,0.105269,-0.020045,-0.000745,-0.067045,0.101794,-0.057057,0.135192,-0.004425,-0.004904,0.003706,-0.000115,0.015134,-0.037079,0.149304,0.092120,-0.371181,0.311687,-0.883240,0.194556,0.619126,0.087707,0.174121,0.407108,0.013259,-1.093455
702,0.013159,0.000649,0.034999,-0.099100,-0.206128,-0.059586,-0.045540,0.022387,0.225927,-0.419208,0.366813,0.083554,-0.008437,0.109967,0.192323,-0.143667,0.208334,0.081109,-0.431624,0.045876,-1.358724,2.202557,-4.616899,5.684981,0.079575,-0.251141,0.155459,-0.516137,0.205218,-1.133516,0.000000,0.000000,0.000000,0.208465,0.081082,-0.336014,0.223561,-1.195887,0.119704,0.453486,0.038906,0.143620,0.316402,-0.019109,-1.145597,19.469517,5.521906,-28.080559,9.573663,-16.626535,-3.467463,36.714951,-0.655163,21.366669,11.612932,0.156870,-17.328989,0.000000,0.000000,0.000000,-0.024775,-0.051532,-0.014897,0.000649,-0.013159,-0.999913,-0.045540,0.022387,-0.024073,0.080792,0.116813,0.083554,-0.008437,0.109967,-0.057677,0.356333,-0.041666,0.081109,-0.021581,0.002294,-0.067936,0.110128,-0.230845,0.284249,0.003979,-0.012557,0.007773,-0.025807,0.010261,-0.056676,0.208465,0.081082,-0.336014,0.223561,-1.195887,0.119704,0.453486,0.038906,0.143620,0.316402,-0.019109,-1.145597
722,0.009038,-0.002218,0.033837,-0.274839,-0.137655,-0.127813,-0.050286,0.025694,0.202006,-0.368922,0.262071,0.189063,-0.008149,0.107714,0.196014,-0.156274,0.205841,0.079048,-0.068981,-0.006711,-1.018420,2.730534,-4.587801,4.357224,0.026797,0.013422,0.186714,-0.567573,-0.249703,0.020421,0.000000,0.000000,0.000000,0.361047,-0.005699,-0.101673,0.079309,-0.970743,-0.258741,0.306035,0.112857,0.034940,0.265558,-0.162041,-1.102055,31.332661,-1.439941,-0.455059,-5.047188,-9.375488,-11.932247,24.937880,4.882228,8.452919,9.040413,-1.361325,-17.699451,0.000000,0.000000,0.000000,-0.068710,-0.034414,-0.031953,-0.002218,-0.009038,-0.999957,-0.050286,0.025694,-0.047994,0.131078,0.012071,0.189063,-0.008149,0.107714,-0.053986,0.343726,-0.044159,0.079048,-0.003449,-0.000336,-0.050921,0.136527,-0.229390,0.217861,0.001340,0.000671,0.009336,-0.028379,-0.012485,0.001021,0.361047,-0.005699,-0.101673,0.079309,-0.970743,-0.258741,0.306035,0.112857,0.034940,0.265558,-0.162041,-1.102055
742,0.000373,-0.002602,0.030099,-0.384215,0.004859,-0.107749,-0.046451,0.020996,0.186570,-0.318061,0.249751,0.208382,-0.007574,0.113467,0.201047,-0.168738,0.203252,0.090984,0.284841,-0.460242,-0.588857,2.549620,1.215919,-0.149611,-0.048944,0.424625,0.053593,-0.717088,-0.212121,0.596575,0.000000,0.000000,0.000000,0.419000,-0.172405,-0.004026,0.009725,-0.325525,-0.743732,0.145183,0.175899,-0.108751,0.134318,-0.342276,-1.017424,34.759693,-13.684404,9.691070,-12.958096,-5.163189,-14.887720,12.090422,8.679001,-7.678635,-1.039766,-4.100449,-17.438129,0.000000,0.000000,0.000000,-0.096054,0.001215,-0.026937,-0.002602,-0.000373,-0.999997,-0.046451,0.020996,-0.063430,0.181939,-0.000249,0.208382,-0.007574,0.113467,-0.048953,0.331262,-0.046748,0.090984,0.014242,-0.023012,-0.029443,0.127481,0.060796,-0.007481,-0.002447,0.021231,0.002680,-0.035854,-0.010606,0.029829,0.419000,-0.172405,-0.004026,0.009725,-0.325525,-0.743732,0.145183,0.175899,-0.108751,0.134318,-0.342276,-1.017424
762,-0.002197,-0.005939,0.029073,0.015750,-0.263068,-0.032458,-0.041801,0.009012,0.176552,-0.271610,0.307563,0.190549,-0.008725,0.124013,0.201623,-0.185324,0.204451,0.095059,0.146160,-0.687511,-0.211737,2.224560,2.963507,-0.334456,-0.183598,0.606066,-0.011265,-1.263569,0.088492,0.033796,0.000000,0.000000,0.000000,0.306991,-0.140491,0.030281,0.148435,-0.008938,-0.935603,0.006217,0.158245,-0.229017,-0.028695,-0.338753,-1.039268,25.861349,-9.978677,12.154296,-2.921430,-4.335473,-16.579323,1.277930,6.180541,-20.901409,-11.863155,-4.407067,-17.236763,0.000000,0.000000,0.000000,0.003937,-0.065767,-0.008114,-0.005939,0.002197,-0.999980,-0.041801,0.009012,-0.073448,0.228390,0.057563,0.190549,-0.008725,0.124013,-0.048377,0.314676,-0.045549,0.095059,0.007308,-0.034376,-0.010587,0.111228,0.148175,-0.016723,-0.009180,0.030303,-0.000563,-0.063178,0.004425,0.001690,0.306991,-0.140491,0.030281,0.148435,-0.008938,-0.935603,0.006217,0.158245,-0.229017,-0.028695,-0.338753,-1.039268
782,0.001161,-0.011484,0.025521,0.300970,-0.265632,-0.435788,-0.043335,-0.007622,0.175880,-0.228180,0.342174,0.202965,-0.011169,0.132785,0.201671,-0.225447,0.204307,0.093381,-0.336134,-0.958882,0.206177,2.123892,1.148376,0.653668,-0.099421,0.302722,0.020373,-2.447658,-0.092950,-0.149467,0.000000,0.000000,0.000000,0.023260,-0.134728,0.131018,0.299722,-0.103802,-0.847969,0.009593,0.076304,-0.224845,-0.219243,-0.243797,-1.066705,4.428966,-8.076057,20.869831,7.697343,-4.393526,-16.753489,1.487613,-0.052071,-20.647688,-22.545185,-2.817232,-17.434822,0.000000,0.000000,0.000000,0.075242,-0.066408,-0.108947,-0.011484,-0.001161,-0.999933,-0.043335,-0.007622,-0.074120,0.271820,0.092174,0.202965,-0.011169,0.132785,-0.048329,0.274553,-0.045693,0.093381,-0.016807,-0.047944,0.010309,0.106195,0.057419,0.032683,-0.004971,0.015136,0.001019,-0.122383,-0.004647,-0.007473,0.023260,-0.134728,0.131018,0.299722,-0.103802,-0.847969,0.009593,0.076304,-0.224845,-0.219243,-0.243797,-1.066705
802,0.009514,-0.015480,0.012833,0.472928,-0.181351,-0.703765,-0.055559,-0.034323,0.185132,-0.187289,0.358280,0.215716,-0.012080,0.135853,0.201766,-0.270029,0.216004,0.091320,-0.905672,-1.435902,0.819913,2.015699,0.608367,0.485936,0.002541,-0.223626,0.032645,-1.459583,1.171722,-0.014046,0.000000,0.000000,0.000000,-0.252129,-0.221719,0.290825,0.427130,-0.156678,-0.656040,0.012394,-0.113851,-0.334512,-0.425887,-0.268992,-0.981647,-16.142435,-13.418652,35.147972,16.515846,-5.033045,-14.146716,1.475897,-14.381821,-32.371651,-37.681263,-3.925271,-16.219053,0.000000,0.000000,0.000000,0.118232,-0.045338,-0.175941,-0.015479,-0.009513,-0.999835,-0.055559,-0.034323,-0.064868,0.312711,0.108280,0.215716,-0.012080,0.135853,-0.048234,0.229971,-0.033996,0.091320,-0.045284,-0.071795,0.040996,0.100785,0.030418,0.024297,0.000127,-0.011181,0.001632,-0.072979,0.058586,-0.000702,-0.252129,-0.221719,0.290825,0.427130,-0.156678,-0.656040,0.012394,-0.113851,-0.334512,-0.425887,-0.268992,-0.981647
822,0.015215,-0.024125,0.002251,0.144186,-0.513966,-0.678561,-0.084513,-0.065098,0.200184,-0.174922,0.361109,0.241842,-0.010594,0.122239,0.205601,-0.297161,0.239876,0.092998,-2.045468,-1.824143,0.679554,-0.360294,-0.241266,2.014692,0.113898,-1.045791,0.308378,-1.613077,0.859077,0.220749,0.000000,0.000000,0.000000,-0.397457,-0.262120,0.359765,0.392301,-0.110667,-0.387719,0.142617,-0.271455,-0.421318,-0.440318,-0.311788,-0.783440,-23.911356,-14.024922,40.828014,17.918606,-3.791186,-11.102398,11.487270,-24.421804,-44.429203,-39.691376,-5.507813,-13.302481,0.000000,0.000000,0.000000,0.036047,-0.128491,-0.169640,-0.024123,-0.015210,-0.999593,-0.084513,-0.065098,-0.049816,0.325078,0.111109,0.241842,-0.010594,0.122239,-0.044399,0.202839,-0.010124,0.092998,-0.102273,-0.091207,0.033978,-0.018015,-0.012063,0.100735,0.005695,-0.052290,0.015419,-0.080654,0.042954,0.011037,-0.397457,-0.262120,0.359765,0.392301,-0.110667,-0.387719,0.142617,-0.271455,-0.421318,-0.440318,-0.311788,-0.783440
842,0.020036,-0.030782,-0.018319,0.233797,-0.333182,-1.511705,-0.126122,-0.100572,0.212552,-0.198938,0.320219,0.291456,-0.010306,0.095490,0.215812,-0.307755,0.263222,0.111022,-2.100355,-1.793224,0.651702,-1.505746,-2.414821,2.032908,-0.048368,-1.586951,0.529751,-0.093956,0.959889,0.615270,0.000000,0.000000,0.000000,-0.312628,-0.188363,0.448227,0.197649,-0.059065,-0.202400,0.221239,-0.268066,-0.402079,-0.230171,-0.231653,-0.757015,-14.735579,-6.597411,50.646301,7.234833,0.193301,-10.351192,18.148014,-21.577173,-45.203156,-26.018173,-4.752770,-13.863760,0.000000,0.000000,0.000000,0.058449,-0.083296,-0.377926,-0.030777,-0.020025,-0.999326,-0.126122,-0.100572,-0.037448,0.301062,0.070219,0.291456,-0.010306,0.095490,-0.034188,0.192245,0.013222,0.111022,-0.105018,-0.089661,0.032585,-0.075287,-0.120741,0.101645,-0.002418,-0.079348,0.026488,-0.004698,0.047994,0.030764,-0.312628,-0.188363,0.448227,0.197649,-0.059065,-0.202400,0.221239,-0.268066,-0.402079,-0.230171,-0.231653,-0.757015
862,0.034867,-0.036870,-0.051255,0.688335,-0.375784,-1.543381,-0.143763,-0.132210,0.230193,-0.241890,0.286471,0.326402,-0.013902,0.057572,0.222571,-0.309145,0.244047,0.152919,0.108961,-1.358724,0.934817,-2.535527,-0.934434,1.572139,-0.210587,-1.963448,0.224153,0.219743,-2.287693,2.329254,0.000000,0.000000,0.000000,0.327794,-0.048809,0.220594,-0.222101,0.054113,-0.420189,0.210531,-0.239405,-0.237479,0.171960,-0.309675,-0.799525,32.278366,4.940425,21.446251,-22.074930,1.527743,-13.480378,17.936073,-16.469109,-25.675787,5.606880,-2.730838,-16.851810,0.000000,0.000000,0.000000,0.172084,-0.093946,-0.385845,-0.036862,-0.034836,-0.998713,-0.143763,-0.132210,-0.019807,0.258110,0.036471,0.326402,-0.013902,0.057572,-0.027429,0.190855,-0.005953,0.152919,0.005448,-0.067936,0.046741,-0.126776,-0.046722,0.078607,-0.010529,-0.098172,0.011208,0.010987,-0.114385,0.116463,0.327794,-0.048809,0.220594,-0.222101,0.054113,-0.420189,0.210531,-0.239405,-0.237479,0.171960,-0.309675,-0.799525
